src_node,dest_node,nodesList,distance,linksList,numHops
17,11,"[17, 2, 11]",19.0,"[16, 15]",2
17,11,"[17, 16, 0, 13, 12, 1, 11]",44.0,"[67, 5, 2, 60, 10, 9]",6
17,11,"[17, 109, 114, 112, 110, 2, 11]",60.0,"[70, 183, 187, 184, 17, 15]",6
17,11,"[17, 109, 111, 112, 110, 2, 11]",60.0,"[70, 182, 186, 184, 17, 15]",6
17,11,"[17, 109, 114, 113, 110, 2, 11]",62.0,"[70, 183, 188, 185, 17, 15]",6
17,12,"[17, 2, 11, 1, 12]",29.0,"[16, 15, 9, 10]",4
17,12,"[17, 16, 0, 13, 12]",34.0,"[67, 5, 2, 60]",4
17,12,"[17, 2, 0, 13, 12]",54.33,"[16, 0, 2, 60]",4
17,12,"[17, 2, 11, 37, 33, 12]",60.0,"[16, 15, 57, 102, 61]",5
17,12,"[17, 16, 0, 13, 143, 144, 142, 12]",65.0,"[67, 5, 2, 63, 208, 207, 62]",7
17,13,"[17, 16, 0, 13]",29.0,"[67, 5, 2]",3
17,13,"[17, 2, 11, 1, 12, 13]",34.0,"[16, 15, 9, 10, 60]",5
17,13,"[17, 2, 0, 13]",49.33,"[16, 0, 2]",3
17,13,"[17, 2, 11, 1, 12, 142, 144, 143, 13]",65.0,"[16, 15, 9, 10, 62, 207, 208, 63]",8
17,13,"[17, 2, 11, 37, 33, 12, 13]",65.0,"[16, 15, 57, 102, 61, 60]",6
17,14,"[17, 16, 0, 14]",34.0,"[67, 5, 3]",3
17,14,"[17, 2, 11, 1, 12, 13, 0, 14]",49.0,"[16, 15, 9, 10, 60, 2, 3]",7
17,14,"[17, 2, 0, 14]",54.33,"[16, 0, 3]",3
17,14,"[17, 16, 0, 3, 14]",66.1,"[67, 5, 1, 19]",4
17,14,"[17, 2, 11, 1, 31, 35, 18, 3, 14]",76.0,"[16, 15, 9, 12, 98, 71, 20, 19]",8
17,15,"[17, 16, 0, 15]",35.0,"[67, 5, 4]",3
17,15,"[17, 2, 11, 1, 12, 13, 0, 15]",50.0,"[16, 15, 9, 10, 60, 2, 4]",7
17,15,"[17, 2, 0, 15]",55.33,"[16, 0, 4]",3
17,15,"[17, 22, 20, 104, 103, 105, 15]",68.0,"[69, 76, 77, 178, 179, 66]",6
17,15,"[17, 22, 20, 15]",73.0,"[69, 76, 65]",3
17,16,"[17, 16]",4.0,[67],1
17,16,"[17, 2, 11, 1, 12, 13, 0, 16]",59.0,"[16, 15, 9, 10, 60, 2, 5]",7
17,16,"[17, 2, 0, 16]",64.33,"[16, 0, 5]",3
17,16,"[17, 22, 107, 106, 108, 16]",73.0,"[69, 80, 180, 181, 68]",5
17,16,"[17, 2, 11, 1, 12, 142, 144, 143, 13, 0, 16]",90.0,"[16, 15, 9, 10, 62, 207, 208, 63, 2, 5]",10
17,18,"[17, 2, 11, 1, 31, 35, 18]",50.0,"[16, 15, 9, 12, 98, 71]",6
17,18,"[17, 16, 0, 14, 3, 18]",60.0,"[67, 5, 3, 19, 20]",5
17,18,"[17, 16, 0, 3, 18]",60.1,"[67, 5, 1, 20]",4
17,18,"[17, 16, 0, 13, 12, 1, 31, 35, 18]",65.0,"[67, 5, 2, 60, 10, 12, 98, 71]",8
17,18,"[17, 2, 11, 1, 31, 28, 29, 23, 35, 18]",66.0,"[16, 15, 9, 12, 92, 91, 82, 83, 71]",9
17,19,"[17, 2, 11, 1, 31, 28, 19]",32.0,"[16, 15, 9, 12, 92, 73]",6
17,19,"[17, 16, 0, 13, 12, 1, 31, 28, 19]",47.0,"[67, 5, 2, 60, 10, 12, 92, 73]",8
17,19,"[17, 2, 11, 1, 31, 35, 23, 29, 28, 19]",56.0,"[16, 15, 9, 12, 98, 83, 82, 91, 73]",9
17,19,"[17, 2, 11, 1, 31, 138, 137, 136, 19]",58.0,"[16, 15, 9, 12, 99, 204, 203, 75]",8
17,19,"[17, 2, 11, 1, 21, 36, 38, 152, 30, 19]",63.0,"[16, 15, 9, 11, 78, 106, 117, 96, 74]",9
17,20,"[17, 22, 20]",42.0,"[69, 76]",2
17,20,"[17, 16, 0, 15, 105, 103, 104, 20]",61.0,"[67, 5, 4, 66, 179, 178, 77]",7
17,20,"[17, 16, 108, 106, 107, 22, 20]",63.0,"[67, 68, 181, 180, 80, 76]",6
17,20,"[17, 16, 0, 15, 20]",66.0,"[67, 5, 4, 65]",4
17,20,"[17, 2, 11, 1, 12, 13, 0, 15, 105, 103, 104, 20]",76.0,"[16, 15, 9, 10, 60, 2, 4, 66, 179, 178, 77]",11
17,21,"[17, 2, 11, 1, 21]",31.0,"[16, 15, 9, 11]",4
17,21,"[17, 16, 0, 13, 12, 1, 21]",46.0,"[67, 5, 2, 60, 10, 11]",6
17,21,"[17, 2, 11, 1, 31, 28, 19, 30, 152, 38, 36, 21]",64.0,"[16, 15, 9, 12, 92, 73, 74, 96, 117, 106, 78]",11
17,21,"[17, 2, 11, 1, 31, 28, 19, 30, 38, 36, 21]",66.0,"[16, 15, 9, 12, 92, 73, 74, 95, 106, 78]",10
17,21,"[17, 2, 11, 1, 31, 35, 131, 132, 130, 21]",66.0,"[16, 15, 9, 12, 98, 105, 200, 199, 79]",9
17,22,"[17, 22]",28.0,[69],1
17,22,"[17, 16, 108, 106, 107, 22]",49.0,"[67, 68, 181, 180, 80]",5
17,22,"[17, 16, 0, 15, 105, 103, 104, 20, 22]",75.0,"[67, 5, 4, 66, 179, 178, 77, 76]",8
17,22,"[17, 16, 0, 15, 20, 22]",80.0,"[67, 5, 4, 65, 76]",5
17,22,"[17, 2, 11, 1, 12, 13, 0, 15, 105, 103, 104, 20, 22]",90.0,"[16, 15, 9, 10, 60, 2, 4, 66, 179, 178, 77, 76]",12
17,23,"[17, 2, 11, 1, 31, 35, 23]",38.0,"[16, 15, 9, 12, 98, 83]",6
17,23,"[17, 2, 11, 1, 31, 28, 29, 23]",46.0,"[16, 15, 9, 12, 92, 91, 82]",7
17,23,"[17, 16, 0, 13, 12, 1, 31, 35, 23]",53.0,"[67, 5, 2, 60, 10, 12, 98, 83]",8
17,23,"[17, 16, 0, 13, 12, 1, 31, 28, 29, 23]",61.0,"[67, 5, 2, 60, 10, 12, 92, 91, 82]",9
17,23,"[17, 2, 11, 1, 21, 130, 132, 131, 35, 23]",67.0,"[16, 15, 9, 11, 79, 199, 200, 105, 83]",9
17,24,"[17, 2, 4, 24]",48.449999999999996,"[16, 14, 25]",3
17,24,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 124, 24]",52.0,"[16, 15, 9, 12, 92, 73, 74, 44, 45, 86]",10
17,24,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 24]",54.0,"[16, 15, 9, 12, 92, 73, 74, 44, 42]",9
17,24,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 124, 24]",59.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 195, 86]",11
17,24,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 126, 24]",64.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 196, 87]",11
17,25,"[17, 2, 4, 24, 25]",58.449999999999996,"[16, 14, 25, 85]",4
17,25,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 124, 24, 25]",62.0,"[16, 15, 9, 12, 92, 73, 74, 44, 45, 86, 85]",11
17,25,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 24, 25]",64.0,"[16, 15, 9, 12, 92, 73, 74, 44, 42, 85]",10
17,25,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25]",69.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 195, 86, 85]",12
17,25,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25]",74.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 196, 87, 85]",12
17,26,"[17, 2, 11, 128, 129, 127, 26]",49.0,"[16, 15, 58, 198, 197, 89]",6
17,26,"[17, 2, 11, 129, 127, 26]",50.0,"[16, 15, 59, 197, 89]",5
17,26,"[17, 2, 4, 26]",55.17,"[16, 14, 26]",3
17,26,"[17, 16, 0, 13, 12, 1, 11, 128, 129, 127, 26]",74.0,"[67, 5, 2, 60, 10, 9, 58, 198, 197, 89]",10
17,26,"[17, 16, 0, 13, 12, 1, 11, 129, 127, 26]",75.0,"[67, 5, 2, 60, 10, 9, 59, 197, 89]",9
17,27,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 27]",54.0,"[16, 15, 9, 12, 92, 73, 74, 44, 43]",9
17,27,"[17, 2, 11, 1, 140, 141, 139, 27]",57.0,"[16, 15, 9, 13, 206, 205, 90]",7
17,27,"[17, 2, 11, 1, 31, 35, 23, 27]",58.0,"[16, 15, 9, 12, 98, 83, 81]",7
17,27,"[17, 2, 11, 1, 31, 28, 29, 23, 27]",66.0,"[16, 15, 9, 12, 92, 91, 82, 81]",8
17,27,"[17, 2, 4, 24, 124, 8, 27]",68.44999999999999,"[16, 14, 25, 86, 45, 43]",6
17,28,"[17, 2, 11, 1, 31, 28]",30.0,"[16, 15, 9, 12, 92]",5
17,28,"[17, 16, 0, 13, 12, 1, 31, 28]",45.0,"[67, 5, 2, 60, 10, 12, 92]",7
17,28,"[17, 2, 11, 1, 31, 35, 23, 29, 28]",54.0,"[16, 15, 9, 12, 98, 83, 82, 91]",8
17,28,"[17, 2, 11, 1, 31, 138, 137, 136, 19, 28]",60.0,"[16, 15, 9, 12, 99, 204, 203, 75, 73]",9
17,28,"[17, 2, 11, 1, 21, 36, 38, 152, 30, 19, 28]",65.0,"[16, 15, 9, 11, 78, 106, 117, 96, 74, 73]",10
17,29,"[17, 2, 11, 1, 31, 28, 29]",36.0,"[16, 15, 9, 12, 92, 91]",6
17,29,"[17, 2, 11, 1, 31, 35, 23, 29]",48.0,"[16, 15, 9, 12, 98, 83, 82]",7
17,29,"[17, 16, 0, 13, 12, 1, 31, 28, 29]",51.0,"[67, 5, 2, 60, 10, 12, 92, 91]",8
17,29,"[17, 16, 0, 13, 12, 1, 31, 35, 23, 29]",63.0,"[67, 5, 2, 60, 10, 12, 98, 83, 82]",9
17,29,"[17, 2, 11, 1, 31, 138, 137, 136, 19, 28, 29]",66.0,"[16, 15, 9, 12, 99, 204, 203, 75, 73, 91]",10
17,30,"[17, 2, 11, 1, 31, 28, 19, 30]",34.0,"[16, 15, 9, 12, 92, 73, 74]",7
17,30,"[17, 16, 0, 13, 12, 1, 31, 28, 19, 30]",49.0,"[67, 5, 2, 60, 10, 12, 92, 73, 74]",9
17,30,"[17, 2, 11, 1, 31, 35, 23, 29, 28, 19, 30]",58.0,"[16, 15, 9, 12, 98, 83, 82, 91, 73, 74]",10
17,30,"[17, 2, 11, 1, 31, 138, 137, 136, 19, 30]",60.0,"[16, 15, 9, 12, 99, 204, 203, 75, 74]",9
17,30,"[17, 2, 11, 1, 21, 36, 38, 152, 30]",61.0,"[16, 15, 9, 11, 78, 106, 117, 96]",8
17,31,"[17, 2, 11, 1, 31]",27.0,"[16, 15, 9, 12]",4
17,31,"[17, 16, 0, 13, 12, 1, 31]",42.0,"[67, 5, 2, 60, 10, 12]",6
17,31,"[17, 2, 0, 13, 12, 1, 31]",62.33,"[16, 0, 2, 60, 10, 12]",6
17,31,"[17, 2, 11, 1, 21, 36, 38, 152, 30, 19, 28, 31]",68.0,"[16, 15, 9, 11, 78, 106, 117, 96, 74, 73, 92]",11
17,31,"[17, 2, 11, 37, 33, 12, 1, 31]",68.0,"[16, 15, 57, 102, 61, 10, 12]",7
17,32,"[17, 2, 4, 24, 25, 119, 118, 120, 34, 32]",126.44999999999999,"[16, 14, 25, 85, 88, 191, 192, 104, 100]",9
17,32,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34, 32]",130.0,"[16, 15, 9, 12, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104, 100]",16
17,32,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 24, 25, 119, 118, 120, 34, 32]",132.0,"[16, 15, 9, 12, 92, 73, 74, 44, 42, 85, 88, 191, 192, 104, 100]",15
17,32,"[17, 2, 11, 128, 129, 127, 26, 7, 116, 117, 115, 10, 32]",136.0,"[16, 15, 58, 198, 197, 89, 40, 41, 190, 189, 55, 54]",12
17,32,"[17, 2, 11, 128, 129, 127, 26, 7, 116, 117, 115, 10, 121, 122, 123, 32]",136.0,"[16, 15, 58, 198, 197, 89, 40, 41, 190, 189, 55, 56, 193, 194, 101]",15
17,33,"[17, 2, 11, 37, 33]",38.0,"[16, 15, 57, 102]",4
17,33,"[17, 2, 11, 1, 12, 33]",51.0,"[16, 15, 9, 10, 61]",5
17,33,"[17, 16, 0, 13, 12, 33]",56.0,"[67, 5, 2, 60, 61]",5
17,33,"[17, 16, 0, 13, 12, 1, 11, 37, 33]",63.0,"[67, 5, 2, 60, 10, 9, 57, 102]",8
17,33,"[17, 2, 11, 37, 145, 146, 33]",64.0,"[16, 15, 57, 112, 209, 103]",6
17,34,"[17, 2, 4, 24, 25, 119, 118, 120, 34]",93.44999999999999,"[16, 14, 25, 85, 88, 191, 192, 104]",8
17,34,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34]",97.0,"[16, 15, 9, 12, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104]",15
17,34,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 24, 25, 119, 118, 120, 34]",99.0,"[16, 15, 9, 12, 92, 73, 74, 44, 42, 85, 88, 191, 192, 104]",14
17,34,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25, 119, 118, 120, 34]",104.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 195, 86, 85, 88, 191, 192, 104]",16
17,34,"[17, 2, 11, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25, 119, 118, 120, 34]",109.0,"[16, 15, 9, 12, 92, 73, 74, 44, 46, 196, 87, 85, 88, 191, 192, 104]",16
17,35,"[17, 2, 11, 1, 31, 35]",34.0,"[16, 15, 9, 12, 98]",5
17,35,"[17, 16, 0, 13, 12, 1, 31, 35]",49.0,"[67, 5, 2, 60, 10, 12, 98]",7
17,35,"[17, 2, 11, 1, 31, 28, 29, 23, 35]",50.0,"[16, 15, 9, 12, 92, 91, 82, 83]",8
17,35,"[17, 2, 11, 1, 21, 130, 132, 131, 35]",63.0,"[16, 15, 9, 11, 79, 199, 200, 105]",8
17,35,"[17, 16, 0, 13, 12, 1, 31, 28, 29, 23, 35]",65.0,"[67, 5, 2, 60, 10, 12, 92, 91, 82, 83]",10
17,36,"[17, 2, 11, 1, 21, 36]",40.0,"[16, 15, 9, 11, 78]",5
17,36,"[17, 2, 11, 1, 31, 28, 19, 30, 152, 38, 36]",55.0,"[16, 15, 9, 12, 92, 73, 74, 96, 117, 106]",10
17,36,"[17, 16, 0, 13, 12, 1, 21, 36]",55.0,"[67, 5, 2, 60, 10, 11, 78]",7
17,36,"[17, 2, 11, 1, 31, 28, 19, 30, 38, 36]",57.0,"[16, 15, 9, 12, 92, 73, 74, 95, 106]",9
17,36,"[17, 16, 0, 13, 12, 1, 31, 28, 19, 30, 152, 38, 36]",70.0,"[67, 5, 2, 60, 10, 12, 92, 73, 74, 96, 117, 106]",12
17,37,"[17, 2, 11, 37]",32.0,"[16, 15, 57]",3
17,37,"[17, 2, 11, 1, 12, 33, 37]",57.0,"[16, 15, 9, 10, 61, 102]",6
17,37,"[17, 16, 0, 13, 12, 1, 11, 37]",57.0,"[67, 5, 2, 60, 10, 9, 57]",7
17,37,"[17, 16, 0, 13, 12, 33, 37]",62.0,"[67, 5, 2, 60, 61, 102]",6
17,37,"[17, 109, 114, 112, 110, 2, 11, 37]",73.0,"[70, 183, 187, 184, 17, 15, 57]",7
17,38,"[17, 2, 11, 1, 31, 28, 19, 30, 152, 38]",45.0,"[16, 15, 9, 12, 92, 73, 74, 96, 117]",9
17,38,"[17, 2, 11, 1, 31, 28, 19, 30, 38]",47.0,"[16, 15, 9, 12, 92, 73, 74, 95]",8
17,38,"[17, 2, 11, 1, 21, 36, 38]",50.0,"[16, 15, 9, 11, 78, 106]",6
17,38,"[17, 16, 0, 13, 12, 1, 31, 28, 19, 30, 152, 38]",60.0,"[67, 5, 2, 60, 10, 12, 92, 73, 74, 96, 117]",11
17,38,"[17, 2, 11, 1, 31, 28, 19, 30, 152, 150, 151, 38]",62.0,"[16, 15, 9, 12, 92, 73, 74, 96, 216, 215, 116]",11
18,0,"[18, 3, 14, 0]",36.0,"[20, 19, 3]",3
18,0,"[18, 3, 0]",36.1,"[20, 1]",2
18,0,"[18, 35, 31, 1, 12, 13, 0]",41.0,"[71, 98, 12, 10, 60, 2]",6
18,0,"[18, 3, 100, 95, 14, 0]",56.0,"[20, 22, 172, 64, 3]",5
18,0,"[18, 35, 23, 29, 28, 31, 1, 12, 13, 0]",57.0,"[71, 83, 82, 91, 92, 12, 10, 60, 2]",9
18,1,"[18, 35, 31, 1]",26.0,"[71, 98, 12]",3
18,1,"[18, 35, 23, 29, 28, 31, 1]",42.0,"[71, 83, 82, 91, 92, 12]",6
18,1,"[18, 3, 1]",46.14,"[20, 7]",2
18,1,"[18, 3, 14, 0, 13, 12, 1]",51.0,"[20, 19, 3, 2, 60, 10]",6
18,1,"[18, 3, 0, 13, 12, 1]",51.1,"[20, 1, 2, 60, 10]",5
18,2,"[18, 35, 31, 1, 11, 2]",40.0,"[71, 98, 12, 9, 15]",5
18,2,"[18, 35, 23, 29, 28, 31, 1, 11, 2]",56.0,"[71, 83, 82, 91, 92, 12, 9, 15]",8
18,2,"[18, 3, 1, 11, 2]",60.14,"[20, 7, 9, 15]",4
18,2,"[18, 3, 14, 0, 13, 12, 1, 11, 2]",65.0,"[20, 19, 3, 2, 60, 10, 9, 15]",8
18,2,"[18, 3, 0, 13, 12, 1, 11, 2]",65.1,"[20, 1, 2, 60, 10, 9, 15]",7
18,3,"[18, 3]",10.0,[20],1
18,3,"[18, 35, 31, 1, 3]",62.14,"[71, 98, 12, 7]",4
18,3,"[18, 35, 23, 5, 3]",63.739999999999995,"[71, 83, 29, 18]",4
18,3,"[18, 35, 31, 1, 12, 13, 0, 14, 3]",67.0,"[71, 98, 12, 10, 60, 2, 3, 19]",8
18,3,"[18, 35, 31, 1, 12, 13, 0, 3]",67.1,"[71, 98, 12, 10, 60, 2, 1]",7
18,4,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 4]",57.12,"[71, 98, 92, 73, 74, 44, 45, 86, 25]",9
18,4,"[18, 35, 31, 28, 19, 30, 8, 24, 4]",59.12,"[71, 98, 92, 73, 74, 44, 42, 25]",8
18,4,"[18, 35, 31, 28, 19, 30, 8, 125, 124, 24, 4]",64.12,"[71, 98, 92, 73, 74, 44, 46, 195, 86, 25]",10
18,4,"[18, 35, 23, 29, 28, 19, 30, 8, 124, 24, 4]",67.12,"[71, 83, 82, 91, 73, 74, 44, 45, 86, 25]",10
18,4,"[18, 35, 23, 5, 54, 52, 53, 4]",68.51,"[71, 83, 29, 33, 132, 131, 28]",7
18,5,"[18, 35, 23, 5]",26.31,"[71, 83, 29]",3
18,5,"[18, 3, 5]",47.43,"[20, 18]",2
18,5,"[18, 35, 31, 28, 29, 23, 5]",48.31,"[71, 98, 92, 91, 82, 29]",6
18,5,"[18, 98, 93, 94, 96, 23, 5]",56.31,"[72, 170, 169, 171, 84, 29]",6
18,5,"[18, 3, 1, 31, 35, 23, 5]",66.45,"[20, 7, 12, 98, 83, 29]",6
18,6,"[18, 35, 31, 1, 11, 128, 129, 127, 26, 7, 6]",94.0,"[71, 98, 12, 9, 58, 198, 197, 89, 40, 35]",10
18,6,"[18, 35, 31, 1, 11, 129, 127, 26, 7, 6]",95.0,"[71, 98, 12, 9, 59, 197, 89, 40, 35]",9
18,6,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7, 6]",105.96,"[71, 98, 92, 73, 74, 44, 45, 86, 25, 26, 40, 35]",12
18,6,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 25, 9, 6]",107.0,"[71, 98, 92, 73, 74, 44, 45, 86, 85, 47, 36]",11
18,6,"[18, 35, 31, 28, 19, 30, 8, 24, 4, 26, 7, 6]",107.95999999999998,"[71, 98, 92, 73, 74, 44, 42, 25, 26, 40, 35]",11
18,7,"[18, 35, 31, 1, 11, 128, 129, 127, 26, 7]",74.0,"[71, 98, 12, 9, 58, 198, 197, 89, 40]",9
18,7,"[18, 35, 31, 1, 11, 129, 127, 26, 7]",75.0,"[71, 98, 12, 9, 59, 197, 89, 40]",8
18,7,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7]",85.96,"[71, 98, 92, 73, 74, 44, 45, 86, 25, 26, 40]",11
18,7,"[18, 35, 31, 28, 19, 30, 8, 24, 4, 26, 7]",87.95999999999998,"[71, 98, 92, 73, 74, 44, 42, 25, 26, 40]",10
18,7,"[18, 35, 23, 29, 28, 31, 1, 11, 128, 129, 127, 26, 7]",90.0,"[71, 83, 82, 91, 92, 12, 9, 58, 198, 197, 89, 40]",12
18,8,"[18, 35, 31, 28, 19, 30, 8]",39.0,"[71, 98, 92, 73, 74, 44]",6
18,8,"[18, 35, 23, 29, 28, 19, 30, 8]",49.0,"[71, 83, 82, 91, 73, 74, 44]",7
18,8,"[18, 35, 23, 27, 8]",51.0,"[71, 83, 81, 43]",4
18,8,"[18, 35, 31, 138, 137, 136, 19, 30, 8]",65.0,"[71, 98, 99, 204, 203, 75, 74, 44]",8
18,8,"[18, 3, 1, 31, 28, 19, 30, 8]",65.14,"[20, 7, 12, 92, 73, 74, 44]",7
18,9,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 25, 9]",82.0,"[71, 98, 92, 73, 74, 44, 45, 86, 85, 47]",10
18,9,"[18, 35, 31, 28, 19, 30, 8, 24, 25, 9]",84.0,"[71, 98, 92, 73, 74, 44, 42, 85, 47]",9
18,9,"[18, 35, 31, 28, 19, 30, 8, 125, 124, 24, 25, 9]",89.0,"[71, 98, 92, 73, 74, 44, 46, 195, 86, 85, 47]",11
18,9,"[18, 35, 23, 29, 28, 19, 30, 8, 124, 24, 25, 9]",92.0,"[71, 83, 82, 91, 73, 74, 44, 45, 86, 85, 47]",11
18,9,"[18, 35, 23, 29, 28, 19, 30, 8, 24, 25, 9]",94.0,"[71, 83, 82, 91, 73, 74, 44, 42, 85, 47]",10
18,10,"[18, 35, 31, 1, 11, 128, 129, 127, 26, 7, 116, 117, 115, 10]",113.0,"[71, 98, 12, 9, 58, 198, 197, 89, 40, 41, 190, 189, 55]",13
18,10,"[18, 35, 31, 1, 11, 129, 127, 26, 7, 116, 117, 115, 10]",114.0,"[71, 98, 12, 9, 59, 197, 89, 40, 41, 190, 189, 55]",12
18,10,"[18, 35, 31, 1, 11, 128, 129, 127, 26, 7, 6, 10]",117.0,"[71, 98, 12, 9, 58, 198, 197, 89, 40, 35, 37]",11
18,10,"[18, 35, 31, 1, 11, 129, 127, 26, 7, 6, 10]",118.0,"[71, 98, 12, 9, 59, 197, 89, 40, 35, 37]",10
18,10,"[18, 35, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7, 116, 117, 115, 10]",124.96,"[71, 98, 92, 73, 74, 44, 45, 86, 25, 26, 40, 41, 190, 189, 55]",15
18,11,"[18, 35, 31, 1, 11]",31.0,"[71, 98, 12, 9]",4
18,11,"[18, 35, 23, 29, 28, 31, 1, 11]",47.0,"[71, 83, 82, 91, 92, 12, 9]",7
18,11,"[18, 3, 1, 11]",51.14,"[20, 7, 9]",3
18,11,"[18, 3, 14, 0, 13, 12, 1, 11]",56.0,"[20, 19, 3, 2, 60, 10, 9]",7
18,11,"[18, 3, 0, 13, 12, 1, 11]",56.1,"[20, 1, 2, 60, 10, 9]",6
18,12,"[18, 35, 31, 1, 12]",31.0,"[71, 98, 12, 10]",4
18,12,"[18, 3, 14, 0, 13, 12]",46.0,"[20, 19, 3, 2, 60]",5
18,12,"[18, 3, 0, 13, 12]",46.1,"[20, 1, 2, 60]",4
18,12,"[18, 35, 23, 29, 28, 31, 1, 12]",47.0,"[71, 83, 82, 91, 92, 12, 10]",7
18,12,"[18, 3, 1, 12]",51.14,"[20, 7, 10]",3
18,13,"[18, 35, 31, 1, 12, 13]",36.0,"[71, 98, 12, 10, 60]",5
18,13,"[18, 3, 14, 0, 13]",41.0,"[20, 19, 3, 2]",4
18,13,"[18, 3, 0, 13]",41.1,"[20, 1, 2]",3
18,13,"[18, 35, 23, 29, 28, 31, 1, 12, 13]",52.0,"[71, 83, 82, 91, 92, 12, 10, 60]",8
18,13,"[18, 3, 1, 12, 13]",56.14,"[20, 7, 10, 60]",4
18,14,"[18, 3, 14]",26.0,"[20, 19]",2
18,14,"[18, 3, 100, 95, 14]",46.0,"[20, 22, 172, 64]",4
18,14,"[18, 3, 0, 14]",46.1,"[20, 1, 3]",3
18,14,"[18, 35, 31, 1, 12, 13, 0, 14]",51.0,"[71, 98, 12, 10, 60, 2, 3]",7
18,14,"[18, 35, 23, 29, 28, 31, 1, 12, 13, 0, 14]",67.0,"[71, 83, 82, 91, 92, 12, 10, 60, 2, 3]",10
18,15,"[18, 3, 14, 0, 15]",47.0,"[20, 19, 3, 4]",4
18,15,"[18, 3, 0, 15]",47.1,"[20, 1, 4]",3
18,15,"[18, 35, 31, 1, 12, 13, 0, 15]",52.0,"[71, 98, 12, 10, 60, 2, 4]",7
18,15,"[18, 3, 100, 95, 14, 0, 15]",67.0,"[20, 22, 172, 64, 3, 4]",6
18,15,"[18, 35, 23, 29, 28, 31, 1, 12, 13, 0, 15]",68.0,"[71, 83, 82, 91, 92, 12, 10, 60, 2, 4]",10
18,16,"[18, 35, 31, 1, 11, 2, 17, 16]",54.0,"[71, 98, 12, 9, 15, 16, 67]",7
18,16,"[18, 3, 14, 0, 16]",56.0,"[20, 19, 3, 5]",4
18,16,"[18, 3, 0, 16]",56.1,"[20, 1, 5]",3
18,16,"[18, 35, 31, 1, 12, 13, 0, 16]",61.0,"[71, 98, 12, 10, 60, 2, 5]",7
18,16,"[18, 35, 23, 29, 28, 31, 1, 11, 2, 17, 16]",70.0,"[71, 83, 82, 91, 92, 12, 9, 15, 16, 67]",10
18,17,"[18, 35, 31, 1, 11, 2, 17]",50.0,"[71, 98, 12, 9, 15, 16]",6
18,17,"[18, 3, 14, 0, 16, 17]",60.0,"[20, 19, 3, 5, 67]",5
18,17,"[18, 3, 0, 16, 17]",60.1,"[20, 1, 5, 67]",4
18,17,"[18, 35, 31, 1, 12, 13, 0, 16, 17]",65.0,"[71, 98, 12, 10, 60, 2, 5, 67]",8
18,17,"[18, 35, 23, 29, 28, 31, 1, 11, 2, 17]",66.0,"[71, 83, 82, 91, 92, 12, 9, 15, 16]",9
18,19,"[18, 35, 31, 28, 19]",28.0,"[71, 98, 92, 73]",4
18,19,"[18, 35, 23, 29, 28, 19]",38.0,"[71, 83, 82, 91, 73]",5
18,19,"[18, 35, 31, 138, 137, 136, 19]",54.0,"[71, 98, 99, 204, 203, 75]",6
18,19,"[18, 3, 1, 31, 28, 19]",54.14,"[20, 7, 12, 92, 73]",5
18,19,"[18, 3, 14, 0, 13, 12, 1, 31, 28, 19]",59.0,"[20, 19, 3, 2, 60, 10, 12, 92, 73]",9
18,20,"[18, 3, 14, 0, 15, 105, 103, 104, 20]",73.0,"[20, 19, 3, 4, 66, 179, 178, 77]",8
18,20,"[18, 3, 0, 15, 105, 103, 104, 20]",73.1,"[20, 1, 4, 66, 179, 178, 77]",7
18,20,"[18, 3, 14, 0, 15, 20]",78.0,"[20, 19, 3, 4, 65]",5
