src_node,dest_node,nodesList,distance,linksList,numHops
11,4,"[11, 2, 4]",38.33,"[15, 14]",2
11,4,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 4]",42.12,"[9, 12, 92, 73, 74, 44, 45, 86, 25]",9
11,4,"[11, 1, 31, 28, 19, 30, 8, 24, 4]",44.12,"[9, 12, 92, 73, 74, 44, 42, 25]",8
11,4,"[11, 128, 129, 127, 26, 4]",45.84,"[58, 198, 197, 89, 26]",5
11,4,"[11, 129, 127, 26, 4]",46.84,"[59, 197, 89, 26]",4
11,5,"[11, 1, 31, 35, 23, 5]",25.31,"[9, 12, 98, 83, 29]",5
11,5,"[11, 1, 31, 28, 29, 23, 5]",33.31,"[9, 12, 92, 91, 82, 29]",6
11,5,"[11, 1, 21, 130, 132, 131, 35, 23, 5]",54.31,"[9, 11, 79, 199, 200, 105, 83, 29]",8
11,5,"[11, 1, 31, 28, 19, 30, 8, 27, 23, 5]",61.31,"[9, 12, 92, 73, 74, 44, 43, 81, 29]",9
11,5,"[11, 1, 31, 138, 137, 136, 19, 28, 29, 23, 5]",63.31,"[9, 12, 99, 204, 203, 75, 73, 91, 82, 29]",10
11,6,"[11, 128, 129, 127, 26, 7, 6]",63.0,"[58, 198, 197, 89, 40, 35]",6
11,6,"[11, 129, 127, 26, 7, 6]",64.0,"[59, 197, 89, 40, 35]",5
11,6,"[11, 2, 4, 26, 7, 6]",87.17,"[15, 14, 26, 40, 35]",5
11,6,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7, 6]",90.96,"[9, 12, 92, 73, 74, 44, 45, 86, 25, 26, 40, 35]",12
11,6,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 9, 6]",92.0,"[9, 12, 92, 73, 74, 44, 45, 86, 85, 47, 36]",11
11,7,"[11, 128, 129, 127, 26, 7]",43.0,"[58, 198, 197, 89, 40]",5
11,7,"[11, 129, 127, 26, 7]",44.0,"[59, 197, 89, 40]",4
11,7,"[11, 2, 4, 26, 7]",67.17,"[15, 14, 26, 40]",4
11,7,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7]",70.96,"[9, 12, 92, 73, 74, 44, 45, 86, 25, 26, 40]",11
11,7,"[11, 1, 31, 28, 19, 30, 8, 24, 4, 26, 7]",72.95999999999998,"[9, 12, 92, 73, 74, 44, 42, 25, 26, 40]",10
11,8,"[11, 1, 31, 28, 19, 30, 8]",24.0,"[9, 12, 92, 73, 74, 44]",6
11,8,"[11, 1, 31, 35, 23, 29, 28, 19, 30, 8]",48.0,"[9, 12, 98, 83, 82, 91, 73, 74, 44]",9
11,8,"[11, 1, 140, 141, 139, 27, 8]",49.0,"[9, 13, 206, 205, 90, 43]",6
11,8,"[11, 1, 31, 35, 23, 27, 8]",50.0,"[9, 12, 98, 83, 81, 43]",6
11,8,"[11, 1, 31, 138, 137, 136, 19, 30, 8]",50.0,"[9, 12, 99, 204, 203, 75, 74, 44]",8
11,9,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 9]",67.0,"[9, 12, 92, 73, 74, 44, 45, 86, 85, 47]",10
11,9,"[11, 1, 31, 28, 19, 30, 8, 24, 25, 9]",69.0,"[9, 12, 92, 73, 74, 44, 42, 85, 47]",9
11,9,"[11, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25, 9]",74.0,"[9, 12, 92, 73, 74, 44, 46, 195, 86, 85, 47]",11
11,9,"[11, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25, 9]",79.0,"[9, 12, 92, 73, 74, 44, 46, 196, 87, 85, 47]",11
11,9,"[11, 2, 4, 24, 25, 9]",81.44999999999999,"[15, 14, 25, 85, 47]",5
11,10,"[11, 128, 129, 127, 26, 7, 116, 117, 115, 10]",82.0,"[58, 198, 197, 89, 40, 41, 190, 189, 55]",9
11,10,"[11, 129, 127, 26, 7, 116, 117, 115, 10]",83.0,"[59, 197, 89, 40, 41, 190, 189, 55]",8
11,10,"[11, 128, 129, 127, 26, 7, 6, 10]",86.0,"[58, 198, 197, 89, 40, 35, 37]",7
11,10,"[11, 129, 127, 26, 7, 6, 10]",87.0,"[59, 197, 89, 40, 35, 37]",6
11,10,"[11, 2, 4, 26, 7, 116, 117, 115, 10]",106.17,"[15, 14, 26, 40, 41, 190, 189, 55]",8
11,12,"[11, 1, 12]",10.0,"[9, 10]",2
11,12,"[11, 37, 33, 12]",41.0,"[57, 102, 61]",3
11,12,"[11, 2, 17, 16, 0, 13, 12]",53.0,"[15, 16, 67, 5, 2, 60]",6
11,12,"[11, 2, 0, 13, 12]",53.33,"[15, 0, 2, 60]",4
11,12,"[11, 37, 145, 146, 33, 12]",67.0,"[57, 112, 209, 103, 61]",5
11,13,"[11, 1, 12, 13]",15.0,"[9, 10, 60]",3
11,13,"[11, 1, 12, 142, 144, 143, 13]",46.0,"[9, 10, 62, 207, 208, 63]",6
11,13,"[11, 37, 33, 12, 13]",46.0,"[57, 102, 61, 60]",4
11,13,"[11, 2, 17, 16, 0, 13]",48.0,"[15, 16, 67, 5, 2]",5
11,13,"[11, 2, 0, 13]",48.33,"[15, 0, 2]",3
11,14,"[11, 1, 12, 13, 0, 14]",30.0,"[9, 10, 60, 2, 3]",5
11,14,"[11, 2, 17, 16, 0, 14]",53.0,"[15, 16, 67, 5, 3]",5
11,14,"[11, 2, 0, 14]",53.33,"[15, 0, 3]",3
11,14,"[11, 1, 31, 35, 18, 3, 14]",57.0,"[9, 12, 98, 71, 20, 19]",6
11,14,"[11, 1, 3, 14]",57.14,"[9, 7, 19]",3
11,15,"[11, 1, 12, 13, 0, 15]",31.0,"[9, 10, 60, 2, 4]",5
11,15,"[11, 2, 17, 16, 0, 15]",54.0,"[15, 16, 67, 5, 4]",5
11,15,"[11, 2, 0, 15]",54.33,"[15, 0, 4]",3
11,15,"[11, 1, 12, 142, 144, 143, 13, 0, 15]",62.0,"[9, 10, 62, 207, 208, 63, 2, 4]",8
11,15,"[11, 37, 33, 12, 13, 0, 15]",62.0,"[57, 102, 61, 60, 2, 4]",6
11,16,"[11, 2, 17, 16]",23.0,"[15, 16, 67]",3
11,16,"[11, 1, 12, 13, 0, 16]",40.0,"[9, 10, 60, 2, 5]",5
11,16,"[11, 2, 0, 16]",63.33,"[15, 0, 5]",3
11,16,"[11, 2, 110, 112, 111, 109, 17, 16]",64.0,"[15, 17, 184, 186, 182, 70, 67]",7
11,16,"[11, 2, 110, 112, 114, 109, 17, 16]",64.0,"[15, 17, 184, 187, 183, 70, 67]",7
11,17,"[11, 2, 17]",19.0,"[15, 16]",2
11,17,"[11, 1, 12, 13, 0, 16, 17]",44.0,"[9, 10, 60, 2, 5, 67]",6
11,17,"[11, 2, 110, 112, 111, 109, 17]",60.0,"[15, 17, 184, 186, 182, 70]",6
11,17,"[11, 2, 110, 112, 114, 109, 17]",60.0,"[15, 17, 184, 187, 183, 70]",6
11,17,"[11, 2, 110, 113, 114, 109, 17]",62.0,"[15, 17, 185, 188, 183, 70]",6
11,18,"[11, 1, 31, 35, 18]",31.0,"[9, 12, 98, 71]",4
11,18,"[11, 1, 31, 28, 29, 23, 35, 18]",47.0,"[9, 12, 92, 91, 82, 83, 71]",7
11,18,"[11, 1, 3, 18]",51.14,"[9, 7, 20]",3
11,18,"[11, 1, 12, 13, 0, 14, 3, 18]",56.0,"[9, 10, 60, 2, 3, 19, 20]",7
11,18,"[11, 1, 12, 13, 0, 3, 18]",56.1,"[9, 10, 60, 2, 1, 20]",6
11,19,"[11, 1, 31, 28, 19]",13.0,"[9, 12, 92, 73]",4
11,19,"[11, 1, 31, 35, 23, 29, 28, 19]",37.0,"[9, 12, 98, 83, 82, 91, 73]",7
11,19,"[11, 1, 31, 138, 137, 136, 19]",39.0,"[9, 12, 99, 204, 203, 75]",6
11,19,"[11, 1, 21, 36, 38, 152, 30, 19]",44.0,"[9, 11, 78, 106, 117, 96, 74]",7
11,19,"[11, 1, 21, 36, 38, 30, 19]",46.0,"[9, 11, 78, 106, 95, 74]",6
11,20,"[11, 1, 12, 13, 0, 15, 105, 103, 104, 20]",57.0,"[9, 10, 60, 2, 4, 66, 179, 178, 77]",9
11,20,"[11, 2, 17, 22, 20]",61.0,"[15, 16, 69, 76]",4
11,20,"[11, 1, 12, 13, 0, 15, 20]",62.0,"[9, 10, 60, 2, 4, 65]",6
11,20,"[11, 2, 17, 16, 0, 15, 105, 103, 104, 20]",80.0,"[15, 16, 67, 5, 4, 66, 179, 178, 77]",9
11,20,"[11, 2, 0, 15, 105, 103, 104, 20]",80.33,"[15, 0, 4, 66, 179, 178, 77]",7
11,21,"[11, 1, 21]",12.0,"[9, 11]",2
11,21,"[11, 1, 31, 28, 19, 30, 152, 38, 36, 21]",45.0,"[9, 12, 92, 73, 74, 96, 117, 106, 78]",9
11,21,"[11, 1, 31, 35, 131, 132, 130, 21]",47.0,"[9, 12, 98, 105, 200, 199, 79]",7
11,21,"[11, 1, 31, 28, 19, 30, 38, 36, 21]",47.0,"[9, 12, 92, 73, 74, 95, 106, 78]",8
11,21,"[11, 37, 33, 12, 1, 21]",53.0,"[57, 102, 61, 10, 11]",5
11,22,"[11, 2, 17, 22]",47.0,"[15, 16, 69]",3
11,22,"[11, 2, 17, 16, 108, 106, 107, 22]",68.0,"[15, 16, 67, 68, 181, 180, 80]",7
11,22,"[11, 1, 12, 13, 0, 15, 105, 103, 104, 20, 22]",71.0,"[9, 10, 60, 2, 4, 66, 179, 178, 77, 76]",10
11,22,"[11, 1, 12, 13, 0, 16, 17, 22]",72.0,"[9, 10, 60, 2, 5, 67, 69]",7
11,22,"[11, 1, 12, 13, 0, 15, 20, 22]",76.0,"[9, 10, 60, 2, 4, 65, 76]",7
11,23,"[11, 1, 31, 35, 23]",19.0,"[9, 12, 98, 83]",4
11,23,"[11, 1, 31, 28, 29, 23]",27.0,"[9, 12, 92, 91, 82]",5
11,23,"[11, 1, 21, 130, 132, 131, 35, 23]",48.0,"[9, 11, 79, 199, 200, 105, 83]",7
11,23,"[11, 1, 31, 28, 19, 30, 8, 27, 23]",55.0,"[9, 12, 92, 73, 74, 44, 43, 81]",8
11,23,"[11, 1, 31, 138, 137, 136, 19, 28, 29, 23]",57.0,"[9, 12, 99, 204, 203, 75, 73, 91, 82]",9
11,24,"[11, 1, 31, 28, 19, 30, 8, 124, 24]",33.0,"[9, 12, 92, 73, 74, 44, 45, 86]",8
11,24,"[11, 1, 31, 28, 19, 30, 8, 24]",35.0,"[9, 12, 92, 73, 74, 44, 42]",7
11,24,"[11, 1, 31, 28, 19, 30, 8, 125, 124, 24]",40.0,"[9, 12, 92, 73, 74, 44, 46, 195, 86]",9
11,24,"[11, 1, 31, 28, 19, 30, 8, 125, 126, 24]",45.0,"[9, 12, 92, 73, 74, 44, 46, 196, 87]",9
11,24,"[11, 2, 4, 24]",47.449999999999996,"[15, 14, 25]",3
11,25,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 25]",43.0,"[9, 12, 92, 73, 74, 44, 45, 86, 85]",9
11,25,"[11, 1, 31, 28, 19, 30, 8, 24, 25]",45.0,"[9, 12, 92, 73, 74, 44, 42, 85]",8
11,25,"[11, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25]",50.0,"[9, 12, 92, 73, 74, 44, 46, 195, 86, 85]",10
11,25,"[11, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25]",55.0,"[9, 12, 92, 73, 74, 44, 46, 196, 87, 85]",10
11,25,"[11, 2, 4, 24, 25]",57.449999999999996,"[15, 14, 25, 85]",4
11,26,"[11, 128, 129, 127, 26]",30.0,"[58, 198, 197, 89]",4
11,26,"[11, 129, 127, 26]",31.0,"[59, 197, 89]",3
11,26,"[11, 2, 4, 26]",54.17,"[15, 14, 26]",3
11,26,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26]",57.959999999999994,"[9, 12, 92, 73, 74, 44, 45, 86, 25, 26]",10
11,26,"[11, 1, 31, 28, 19, 30, 8, 24, 4, 26]",59.95999999999999,"[9, 12, 92, 73, 74, 44, 42, 25, 26]",9
11,27,"[11, 1, 31, 28, 19, 30, 8, 27]",35.0,"[9, 12, 92, 73, 74, 44, 43]",7
11,27,"[11, 1, 140, 141, 139, 27]",38.0,"[9, 13, 206, 205, 90]",5
11,27,"[11, 1, 31, 35, 23, 27]",39.0,"[9, 12, 98, 83, 81]",5
11,27,"[11, 1, 31, 28, 29, 23, 27]",47.0,"[9, 12, 92, 91, 82, 81]",6
11,27,"[11, 1, 31, 35, 23, 29, 28, 19, 30, 8, 27]",59.0,"[9, 12, 98, 83, 82, 91, 73, 74, 44, 43]",10
11,28,"[11, 1, 31, 28]",11.0,"[9, 12, 92]",3
11,28,"[11, 1, 31, 35, 23, 29, 28]",35.0,"[9, 12, 98, 83, 82, 91]",6
11,28,"[11, 1, 31, 138, 137, 136, 19, 28]",41.0,"[9, 12, 99, 204, 203, 75, 73]",7
11,28,"[11, 1, 21, 36, 38, 152, 30, 19, 28]",46.0,"[9, 11, 78, 106, 117, 96, 74, 73]",8
11,28,"[11, 1, 21, 36, 38, 30, 19, 28]",48.0,"[9, 11, 78, 106, 95, 74, 73]",7
11,29,"[11, 1, 31, 28, 29]",17.0,"[9, 12, 92, 91]",4
11,29,"[11, 1, 31, 35, 23, 29]",29.0,"[9, 12, 98, 83, 82]",5
11,29,"[11, 1, 31, 138, 137, 136, 19, 28, 29]",47.0,"[9, 12, 99, 204, 203, 75, 73, 91]",8
11,29,"[11, 1, 31, 28, 135, 133, 134, 29]",50.0,"[9, 12, 92, 93, 202, 201, 94]",7
11,29,"[11, 1, 21, 36, 38, 152, 30, 19, 28, 29]",52.0,"[9, 11, 78, 106, 117, 96, 74, 73, 91]",9
11,30,"[11, 1, 31, 28, 19, 30]",15.0,"[9, 12, 92, 73, 74]",5
11,30,"[11, 1, 31, 35, 23, 29, 28, 19, 30]",39.0,"[9, 12, 98, 83, 82, 91, 73, 74]",8
11,30,"[11, 1, 31, 138, 137, 136, 19, 30]",41.0,"[9, 12, 99, 204, 203, 75, 74]",7
11,30,"[11, 1, 21, 36, 38, 152, 30]",42.0,"[9, 11, 78, 106, 117, 96]",6
11,30,"[11, 1, 21, 36, 38, 30]",44.0,"[9, 11, 78, 106, 95]",5
11,31,"[11, 1, 31]",8.0,"[9, 12]",2
11,31,"[11, 1, 21, 36, 38, 152, 30, 19, 28, 31]",49.0,"[9, 11, 78, 106, 117, 96, 74, 73, 92]",9
11,31,"[11, 37, 33, 12, 1, 31]",49.0,"[57, 102, 61, 10, 12]",5
11,31,"[11, 1, 21, 130, 132, 131, 35, 31]",51.0,"[9, 11, 79, 199, 200, 105, 98]",7
11,31,"[11, 1, 21, 36, 38, 30, 19, 28, 31]",51.0,"[9, 11, 78, 106, 95, 74, 73, 92]",8
11,32,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34, 32]",111.0,"[9, 12, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104, 100]",14
11,32,"[11, 1, 31, 28, 19, 30, 8, 24, 25, 119, 118, 120, 34, 32]",113.0,"[9, 12, 92, 73, 74, 44, 42, 85, 88, 191, 192, 104, 100]",13
11,32,"[11, 128, 129, 127, 26, 7, 116, 117, 115, 10, 32]",117.0,"[58, 198, 197, 89, 40, 41, 190, 189, 55, 54]",10
11,32,"[11, 128, 129, 127, 26, 7, 116, 117, 115, 10, 121, 122, 123, 32]",117.0,"[58, 198, 197, 89, 40, 41, 190, 189, 55, 56, 193, 194, 101]",13
11,32,"[11, 129, 127, 26, 7, 116, 117, 115, 10, 32]",118.0,"[59, 197, 89, 40, 41, 190, 189, 55, 54]",9
11,33,"[11, 37, 33]",19.0,"[57, 102]",2
11,33,"[11, 1, 12, 33]",32.0,"[9, 10, 61]",3
11,33,"[11, 37, 145, 146, 33]",45.0,"[57, 112, 209, 103]",4
11,33,"[11, 37, 145, 149, 146, 33]",56.0,"[57, 112, 212, 213, 103]",5
11,33,"[11, 37, 147, 145, 146, 33]",56.0,"[57, 113, 210, 209, 103]",5
11,34,"[11, 1, 31, 28, 19, 30, 8, 124, 24, 25, 119, 118, 120, 34]",78.0,"[9, 12, 92, 73, 74, 44, 45, 86, 85, 88, 191, 192, 104]",13
11,34,"[11, 1, 31, 28, 19, 30, 8, 24, 25, 119, 118, 120, 34]",80.0,"[9, 12, 92, 73, 74, 44, 42, 85, 88, 191, 192, 104]",12
11,34,"[11, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25, 119, 118, 120, 34]",85.0,"[9, 12, 92, 73, 74, 44, 46, 195, 86, 85, 88, 191, 192, 104]",14
11,34,"[11, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25, 119, 118, 120, 34]",90.0,"[9, 12, 92, 73, 74, 44, 46, 196, 87, 85, 88, 191, 192, 104]",14
11,34,"[11, 2, 4, 24, 25, 119, 118, 120, 34]",92.44999999999999,"[15, 14, 25, 85, 88, 191, 192, 104]",8
11,35,"[11, 1, 31, 35]",15.0,"[9, 12, 98]",3
11,35,"[11, 1, 31, 28, 29, 23, 35]",31.0,"[9, 12, 92, 91, 82, 83]",6
11,35,"[11, 1, 21, 130, 132, 131, 35]",44.0,"[9, 11, 79, 199, 200, 105]",6
11,35,"[11, 1, 21, 36, 38, 152, 30, 19, 28, 31, 35]",56.0,"[9, 11, 78, 106, 117, 96, 74, 73, 92, 98]",10
11,35,"[11, 37, 33, 12, 1, 31, 35]",56.0,"[57, 102, 61, 10, 12, 98]",6
11,36,"[11, 1, 21, 36]",21.0,"[9, 11, 78]",3
11,36,"[11, 1, 31, 28, 19, 30, 152, 38, 36]",36.0,"[9, 12, 92, 73, 74, 96, 117, 106]",8
11,36,"[11, 1, 31, 28, 19, 30, 38, 36]",38.0,"[9, 12, 92, 73, 74, 95, 106]",7
11,36,"[11, 1, 31, 28, 19, 30, 152, 150, 151, 38, 36]",53.0,"[9, 12, 92, 73, 74, 96, 216, 215, 116, 106]",10
11,36,"[11, 1, 31, 35, 131, 132, 130, 21, 36]",56.0,"[9, 12, 98, 105, 200, 199, 79, 78]",8
11,37,"[11, 37]",13.0,[57],1
11,37,"[11, 1, 12, 33, 37]",38.0,"[9, 10, 61, 102]",4
11,37,"[11, 1, 12, 33, 146, 145, 37]",64.0,"[9, 10, 61, 103, 209, 112]",6
11,37,"[11, 1, 12, 33, 146, 145, 147, 37]",75.0,"[9, 10, 61, 103, 209, 210, 113]",7
11,37,"[11, 1, 12, 33, 146, 149, 145, 37]",75.0,"[9, 10, 61, 103, 213, 212, 112]",7
11,38,"[11, 1, 31, 28, 19, 30, 152, 38]",26.0,"[9, 12, 92, 73, 74, 96, 117]",7
11,38,"[11, 1, 31, 28, 19, 30, 38]",28.0,"[9, 12, 92, 73, 74, 95]",6
11,38,"[11, 1, 21, 36, 38]",31.0,"[9, 11, 78, 106]",4
11,38,"[11, 1, 31, 28, 19, 30, 152, 150, 151, 38]",43.0,"[9, 12, 92, 73, 74, 96, 216, 215, 116]",9
11,38,"[11, 1, 31, 28, 19, 30, 153, 152, 38]",46.0,"[9, 12, 92, 73, 74, 97, 217, 117]",8
12,0,"[12, 13, 0]",10.0,"[60, 2]",2
12,0,"[12, 142, 144, 143, 13, 0]",41.0,"[62, 207, 208, 63, 2]",5
12,0,"[12, 1, 11, 2, 17, 16, 0]",53.0,"[10, 9, 15, 16, 67, 5]",6
12,0,"[12, 1, 11, 2, 0]",53.33,"[10, 9, 15, 0]",4
12,0,"[12, 1, 31, 35, 18, 3, 14, 0]",67.0,"[10, 12, 98, 71, 20, 19, 3]",7
12,1,"[12, 1]",5.0,[10],1
12,1,"[12, 33, 37, 11, 1]",46.0,"[61, 102, 57, 9]",4
12,1,"[12, 13, 0, 16, 17, 2, 11, 1]",58.0,"[60, 2, 5, 67, 16, 15, 9]",7
12,1,"[12, 13, 0, 2, 11, 1]",58.33,"[60, 2, 0, 15, 9]",5
12,1,"[12, 33, 146, 145, 37, 11, 1]",72.0,"[61, 103, 209, 112, 57, 9]",6
12,2,"[12, 1, 11, 2]",19.0,"[10, 9, 15]",3
12,2,"[12, 13, 0, 16, 17, 2]",44.0,"[60, 2, 5, 67, 16]",5
12,2,"[12, 13, 0, 2]",44.33,"[60, 2, 0]",3
12,2,"[12, 33, 37, 11, 2]",50.0,"[61, 102, 57, 15]",4
12,2,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 4, 2]",71.44999999999999,"[10, 12, 92, 73, 74, 44, 45, 86, 25, 14]",10
12,3,"[12, 13, 0, 14, 3]",36.0,"[60, 2, 3, 19]",4
12,3,"[12, 13, 0, 3]",36.1,"[60, 2, 1]",3
12,3,"[12, 1, 31, 35, 18, 3]",41.0,"[10, 12, 98, 71, 20]",5
12,3,"[12, 1, 3]",41.14,"[10, 7]",2
12,3,"[12, 13, 0, 14, 95, 100, 3]",56.0,"[60, 2, 3, 64, 172, 22]",6
12,4,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 4]",42.12,"[10, 12, 92, 73, 74, 44, 45, 86, 25]",9
12,4,"[12, 1, 31, 28, 19, 30, 8, 24, 4]",44.12,"[10, 12, 92, 73, 74, 44, 42, 25]",8
12,4,"[12, 1, 11, 2, 4]",48.33,"[10, 9, 15, 14]",4
12,4,"[12, 1, 31, 28, 19, 30, 8, 125, 124, 24, 4]",49.12,"[10, 12, 92, 73, 74, 44, 46, 195, 86, 25]",10
12,4,"[12, 1, 31, 28, 19, 30, 8, 125, 126, 24, 4]",54.12,"[10, 12, 92, 73, 74, 44, 46, 196, 87, 25]",10
12,5,"[12, 1, 31, 35, 23, 5]",25.31,"[10, 12, 98, 83, 29]",5
12,5,"[12, 1, 31, 28, 29, 23, 5]",33.31,"[10, 12, 92, 91, 82, 29]",6
12,5,"[12, 1, 21, 130, 132, 131, 35, 23, 5]",54.31,"[10, 11, 79, 199, 200, 105, 83, 29]",8
12,5,"[12, 1, 31, 28, 19, 30, 8, 27, 23, 5]",61.31,"[10, 12, 92, 73, 74, 44, 43, 81, 29]",9
12,5,"[12, 1, 31, 138, 137, 136, 19, 28, 29, 23, 5]",63.31,"[10, 12, 99, 204, 203, 75, 73, 91, 82, 29]",10
12,6,"[12, 1, 11, 128, 129, 127, 26, 7, 6]",73.0,"[10, 9, 58, 198, 197, 89, 40, 35]",8
12,6,"[12, 1, 11, 129, 127, 26, 7, 6]",74.0,"[10, 9, 59, 197, 89, 40, 35]",7
12,6,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7, 6]",90.96,"[10, 12, 92, 73, 74, 44, 45, 86, 25, 26, 40, 35]",12
12,6,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 25, 9, 6]",92.0,"[10, 12, 92, 73, 74, 44, 45, 86, 85, 47, 36]",11
12,6,"[12, 1, 31, 28, 19, 30, 8, 24, 4, 26, 7, 6]",92.95999999999998,"[10, 12, 92, 73, 74, 44, 42, 25, 26, 40, 35]",11
12,7,"[12, 1, 11, 128, 129, 127, 26, 7]",53.0,"[10, 9, 58, 198, 197, 89, 40]",7
12,7,"[12, 1, 11, 129, 127, 26, 7]",54.0,"[10, 9, 59, 197, 89, 40]",6
12,7,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7]",70.96,"[10, 12, 92, 73, 74, 44, 45, 86, 25, 26, 40]",11
12,7,"[12, 1, 31, 28, 19, 30, 8, 24, 4, 26, 7]",72.95999999999998,"[10, 12, 92, 73, 74, 44, 42, 25, 26, 40]",10
12,7,"[12, 1, 11, 2, 4, 26, 7]",77.17,"[10, 9, 15, 14, 26, 40]",6
12,8,"[12, 1, 31, 28, 19, 30, 8]",24.0,"[10, 12, 92, 73, 74, 44]",6
12,8,"[12, 1, 31, 35, 23, 29, 28, 19, 30, 8]",48.0,"[10, 12, 98, 83, 82, 91, 73, 74, 44]",9
12,8,"[12, 1, 140, 141, 139, 27, 8]",49.0,"[10, 13, 206, 205, 90, 43]",6
12,8,"[12, 1, 31, 35, 23, 27, 8]",50.0,"[10, 12, 98, 83, 81, 43]",6
12,8,"[12, 1, 31, 138, 137, 136, 19, 30, 8]",50.0,"[10, 12, 99, 204, 203, 75, 74, 44]",8
12,9,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 25, 9]",67.0,"[10, 12, 92, 73, 74, 44, 45, 86, 85, 47]",10
12,9,"[12, 1, 31, 28, 19, 30, 8, 24, 25, 9]",69.0,"[10, 12, 92, 73, 74, 44, 42, 85, 47]",9
12,9,"[12, 1, 31, 28, 19, 30, 8, 125, 124, 24, 25, 9]",74.0,"[10, 12, 92, 73, 74, 44, 46, 195, 86, 85, 47]",11
12,9,"[12, 1, 31, 28, 19, 30, 8, 125, 126, 24, 25, 9]",79.0,"[10, 12, 92, 73, 74, 44, 46, 196, 87, 85, 47]",11
12,9,"[12, 1, 31, 28, 19, 30, 8, 124, 125, 126, 24, 25, 9]",88.0,"[10, 12, 92, 73, 74, 44, 45, 195, 196, 87, 85, 47]",12
12,10,"[12, 1, 11, 128, 129, 127, 26, 7, 116, 117, 115, 10]",92.0,"[10, 9, 58, 198, 197, 89, 40, 41, 190, 189, 55]",11
12,10,"[12, 1, 11, 129, 127, 26, 7, 116, 117, 115, 10]",93.0,"[10, 9, 59, 197, 89, 40, 41, 190, 189, 55]",10
12,10,"[12, 1, 11, 128, 129, 127, 26, 7, 6, 10]",96.0,"[10, 9, 58, 198, 197, 89, 40, 35, 37]",9
12,10,"[12, 1, 11, 129, 127, 26, 7, 6, 10]",97.0,"[10, 9, 59, 197, 89, 40, 35, 37]",8
12,10,"[12, 1, 31, 28, 19, 30, 8, 124, 24, 4, 26, 7, 116, 117, 115, 10]",109.96,"[10, 12, 92, 73, 74, 44, 45, 86, 25, 26, 40, 41, 190, 189, 55]",15
12,11,"[12, 1, 11]",10.0,"[10, 9]",2
12,11,"[12, 33, 37, 11]",41.0,"[61, 102, 57]",3
12,11,"[12, 13, 0, 16, 17, 2, 11]",53.0,"[60, 2, 5, 67, 16, 15]",6
12,11,"[12, 13, 0, 2, 11]",53.33,"[60, 2, 0, 15]",4
12,11,"[12, 33, 146, 145, 37, 11]",67.0,"[61, 103, 209, 112, 57]",5
12,13,"[12, 13]",5.0,[60],1
12,13,"[12, 142, 144, 143, 13]",36.0,"[62, 207, 208, 63]",4
12,13,"[12, 1, 11, 2, 17, 16, 0, 13]",58.0,"[10, 9, 15, 16, 67, 5, 2]",7
12,13,"[12, 1, 11, 2, 0, 13]",58.33,"[10, 9, 15, 0, 2]",5
12,13,"[12, 1, 31, 35, 18, 3, 14, 0, 13]",72.0,"[10, 12, 98, 71, 20, 19, 3, 2]",8
12,14,"[12, 13, 0, 14]",20.0,"[60, 2, 3]",3
12,14,"[12, 142, 144, 143, 13, 0, 14]",51.0,"[62, 207, 208, 63, 2, 3]",6
12,14,"[12, 13, 0, 3, 14]",52.1,"[60, 2, 1, 19]",4
12,14,"[12, 1, 31, 35, 18, 3, 14]",57.0,"[10, 12, 98, 71, 20, 19]",6
12,14,"[12, 1, 3, 14]",57.14,"[10, 7, 19]",3
12,15,"[12, 13, 0, 15]",21.0,"[60, 2, 4]",3
12,15,"[12, 142, 144, 143, 13, 0, 15]",52.0,"[62, 207, 208, 63, 2, 4]",6
12,15,"[12, 1, 11, 2, 17, 16, 0, 15]",64.0,"[10, 9, 15, 16, 67, 5, 4]",7
12,15,"[12, 1, 11, 2, 0, 15]",64.33,"[10, 9, 15, 0, 4]",5
12,15,"[12, 1, 31, 35, 18, 3, 14, 0, 15]",78.0,"[10, 12, 98, 71, 20, 19, 3, 4]",8
12,16,"[12, 13, 0, 16]",30.0,"[60, 2, 5]",3
